"Japanese","English","offset"
"!p0000!e00『アメリカン晴れ』？/そんなのはないんじゃない？","","0x1713C"
"!p0703!e00ジャパニーズがあるのに、/アメリカンがないのか？/ナンセンスだな！！","","0x17176"
"!p0000!e00ロイ、そんなにこそこそして/どうしたの？","","0x171C4"
"!p0702!e00こそこそなんてしてないぞ。/ただちょっと……ティファニーが/うるさくてな……。","","0x171F6"
"!p0700!e00ダンスパーティに一緒に行こうって、/しつこいから……ボクは自分で相手を/選びたいんだがな。","","0x1724D"
"!p0000!e00ふ〜ん、相変わらずね、二人とも。","","0x172B0"
"!p0000!e00ロイ、むこうの生活はどう？/うまくいってる？","","0x172DC"
"!p0700!e00もちろんさ。/ボクにはステイツの方が/ホームグラウンドだからな。","","0x17312"
"!p0701!e00アメフトの方は、当然レギュラーだし、/ボクシングでも活躍してるんだぜ。","","0x1735B"
"!p0700!e00ツイスターアッパーもキレを増したし、/必殺のニューブローも身につけたんだ。/どうだい、一発受けてみるかい？","","0x173AB"
"!p0000!e00ううん、今日は遠慮しとくわ……。","","0x1741E"
"!p0700!e00ボクがいない間に、なんだかボーマンの/雰囲気が変わったな。","","0x1744A"
"!p0000!e00そうね。/初めはやっぱりロイがいなくなって、/プレッシャーを感じてたみたいよ。","","0x1748E"
"!p0000!e00自分一人でパシフィックＨＳを/支えなきゃ……って。そのおかげで、/前より頼もしくなったみたいね。","","0x174E5"
"!p0000!e00多分、もうロイがいなくても、/こっちは大丈夫よ。","","0x1754E"
"!p0702!e00そうか……それもなんだか/寂しい話だな。","","0x17588"
"!p2600!e00まぁ、ロイ君ったら……/お上手ね。","","0x175BE"
"!p0701!e00いやぁ、そんなことないですよ……。/では、また……。/お、!0じゃないか。","","0x175EA"
"!p0000!e00ロイ〜……。/バツのお母さん、口説いてたの？","","0x1763B"
"!p0702!e00バ、バカだな、そんなワケないだろ。","","0x17671"
"!p0701!e00ただあんな美人から、/なんでバツみたいなのが生まれて/来たんだろうって、ちょっと不思議でね。","","0x1769E"
"!p0000!e00（ロイって……守備範囲広いのね……）","","0x17703"
"!p3300!e00もっと早くに、/キミがくるのがわかってたら、/また手伝ってもらったのになぁ。","","0x17734"
"!p0700!e00今回の来日は急でしたからね……。/やぁ、!0じゃないか。","","0x17789"
"!p0000!e00やぁ、ロイ。/さゆり先輩、こんにちは。/演劇部、また人が足りないんですか？","","0x177C9"
"!p3301!e00「また」はないでしょう？/でも事実なんだけどね。/今年も助っ人を頼んでるし。","","0x1781C"
"!p0700!e00ボクもやりたかったが、/残念だな。/去年は楽しかったからね。","","0x17871"
"!p0000!e00ロイの舞台、今年も観たかったなぁ。","","0x178B6"
"!p0000!e00はぁい、ロイ。/何か探してるの？","","0x178E6"
"!p0700!e00!0か。/グラウンドに射撃場があるって/聞いたんだが、こっちでいいのかな。","","0x17910"
"!p0000!e00射撃場って……射的？/アレはもっと校舎の方じゃない？/射的、するの？","","0x17961"
"!p0701!e00ああ、ちょっと本場の射撃を/見せてやろうと思ってね。","","0x179AE"
"!p0000!e00ヘェ、ロイって鉄砲撃ったことが/あるんだ……でもココのは、/そんな本格的な射撃じゃないと思うよ。","","0x179EC"
"!p0700!e00そうなのか？/なんだ、がっかりだな。","","0x17A55"
"!p0700!e00よぉ、!0。/キミ、悩みはないかい？","","0x17A84"
"!p0000!e00どうしたの、ロイ。/急にそんなコト聞いてくるなんて？","","0x17AB0"
"!p0700!e00いやなに。/ボーマンが悩み相談を/やってるらしいんでね。","","0x17AEE"
"!p0701!e00ボクも手伝ってやろうかと思ってな。/さぁ、なんでもこのボクに相談してくれ！/何でも解決してやるぞ。","","0x17B2F"
"!p0000!e00また、そんなコトいって。/ヒマなだけなんじゃないの？","","0x17B9A"
"!p0701!e00フフフ、バレたか。/まぁいいじゃないか、堅物ボーマンより/このボクの方がよっぽど話がわかるぞ。","","0x17BD8"
"!p0000!e00じゃあせっかくだから、/相談に乗ってもらおうかな……。","","0x17C3F"
"!pffff!e00悩みなんてない/成績を上げたい/つまみ食いしてしまった","","0x17C80"
"!p0000!e00う〜ん、毎日楽しいし、/特に悩みなんてないわよ。","","0x17CC0"
"!p0701!e00なんだ、つまらないな。/ま、しかしそれがベストだよ。/ちなみに、ボクにも悩みはない。","","0x17CFA"
"!p0700!e00ボクが悩むとすれば……そう、/目の前のキュートな女性を、/どうやって口説くか……だな。","","0x17D57"
"!p0000!e00も、もうロイったら……！/からかわないでよ……。","","0x17DB6"
"!p0701!e00からかってなんていないさ。/そうだなとりあえず……お茶でも/ご一緒にいかがかな？　マドモアゼル。","","0x17DF0"
"!p0000!e00フフッ、ねぇロイ。/まさかいつもこの手で口説いてる/ワケじゃないわよね？","","0x17E59"
"!p0702!e00ま、まさか！/ボクは真剣に悩み相談をだな……。/おっと、もう時間だ。","","0x17EAA"
"!p0700!e00じゃ、失礼するよ、/!0。/またあとでな！","","0x17EF7"
"!p0000!e00もう……。/でもちょっと嬉しかったかな……。","","0x17F28"
"!p0000!e00最近の悩みといえば……/成績が思うように上がらなくて/苦労してる事かなぁ。","","0x17F5F"
"!p0700!e00成績？/成績って学校の成績か？","","0x17FB2"
"!p0701!e00オイオイ、!0。/そんなモノにこだわってどうするんだ。/学校の成績なんて気にするなよ。","","0x17FDA"
"!p0700!e00上がらない、ってコトは自分に/合ってないんだろ。キミに合ってるコトは、/何か他にあるんじゃないか。","","0x18037"
"!p0700!e00自分を磨く方法は、/他にもいくらでもあるからな。/アメフトでもボクシングでもいい。","","0x180A2"
"!p0702!e00まぁそれが学校の勉強だというヤツも、/もちろんいるが……英才教育を受けてきた/ボクには理解できないな。","","0x180FD"
"!p0703!e00結局、大事なのは/スピリットだってことさ！","","0x1816C"
"!p0000!e00そうね！　アリガト、/なんだか力が出てきたわ！/さすがね、ロイ！","","0x181A0"
"!p0000!e00実は……さっきどうしてもお腹が減って、/つい、つまみ食いしちゃって……/悪いコトしたなぁ……と。","","0x181EA"
"!p0703!e00つまみ食い？/そんなちっぽけなコトで悩んでるのか？/これだからジャパニーズは……。","","0x18253"
"!p0700!e00違うだろ、悩み相談っていうのは、/もっとこう人生の重大事にかかわるような/ダイナミックなモノじゃないのか？","","0x182AE"
"!p0700!e00父親が自分の女友達に恋をしたとか、/金持ちの友達を殺してすり替わったりとか、/そういう相談だろ？　フツウは。","","0x18321"
"!p0000!e00そ、そんな映画みたいな悩みが/あるワケないじゃない！/もっと身近なモノよ、悩みなんて。","","0x18396"
"!p0702!e00なんだ。/案外つまらないモノだな、/悩み相談というのは。","","0x183F5"
"!p0701!e00まぁいいか。/サンキュウ、いいヒマつまぶしになったよ。","","0x18436"
"!p0000!e00やっぱりヒマつぶしだったのね……。","","0x18476"
"!p0000!e00なんか楽しそうね、ロイ。","","0x184A9"
"!p0701!e00そうだな。/久しぶりの日本で、懐かしい友達にも/会えたしね。","","0x184CC"
"!p0700!e00ホントは、もっとこっちに/来られればいいんだが、/なかなか時間がなくてね。","","0x18511"
"!p0700!e00なんだか、こうしていると/去年のコトを思い出すな。/なんだかんだいっても楽しかったからね。","","0x18564"
"!pffff!e00ティファニーとは進展した？/アメリカの方がいいクセに/こっちに戻りたい？","","0x185C8"
"!p0000!e00で、どう？/ティファニーとは一年前から/少しは進展があったの？","","0x1861A"
"!p0702!e00な、何を急にいい出すんだ。/そんな話は、関係ないだろ？","","0x18661"
"!p0000!e00アメリカに二人で帰って、/一年近くになるのよ？/ね、何かあったんじゃないの？","","0x186A1"
"!p0702!e00何もないさ……。/前と同じだよ。","","0x186F6"
"!p0700!e00それじゃ、ボクはもういくぜ。/また後でな。","","0x18720"
"!p0000!e00……なんだか、怒らせちゃったみたいね。","","0x18754"
"!p0000!e00そんなコトいって、/アメリカの方が好きなクセに！","","0x18786"
"!p0702!e00あ、当たり前だろ？/ボクにとっては、アメリカの方が/過ごしやすいからね。","","0x187C0"
"!p0000!e00そう……よね。/去年はあんなに帰りたがってたモノね。","","0x18811"
"!p0700!e00そんな顔するなよ。もちろん、/あの頃とは違うさ。そんなに嫌ってたら、/わざわざ来るわけないだろ？","","0x1884F"
"!p0700!e00まぁ……今回は、他にも仕事があってね。/そんなに長くはこちらにいられないんだ。","","0x188B8"
"!p0000!e00そうなんだ。/それじゃ、今日だけでも/遊ばないとね。","","0x18910"
"!p0701!e00そうだな！","","0x1894D"
"!p0000!e00こっちに……戻りたい？","","0x18963"
"!p0700!e00フフ……まさか！/アメリカの暮らしとは/比較にならないよ！","","0x18984"
"!p0701!e00……と、一年前のボクなら答えただろうな。/今はまぁ……もう少しこっちにいても、/面白かったかな、とも思うよ。","","0x189C7"
"!p0000!e00もう、素直じゃないなぁ。","","0x18A3C"
"!p0700!e00しかし、今回は他にも仕事があってね……。/どちらにしても、そんなに長くは/いられないんだ。","","0x18A5F"
"!p0000!e00もう、帰っちゃうの？","","0x18AC2"
"!p0700!e00いや……そんな今すぐって/ワケじゃないさ。/……多分……な。","","0x18AE1"
"!p0700!e00「……そうか。仕方ないな。/　で、出発はいつ……今から？/　また急な話だな……」","","0x18B2C"
"!p0000!e00あれ、ロイが誰かと/携帯で話をしてるみたい……。/誰と話してるのかな？","","0x18B85"
"!p0700!e00「もう少し時間をくれないか……頼む。/　ＯＫ……それでいい。今夜だな。/　すまない、ああ……よろしく頼む」","","0x18BD4"
"!p0000!e00……今夜？/何かあったの？　ロイ。","","0x18C47"
"!p0700!e00ああ、!0か。/ちょっとな。急な用事ができてしまった。/今日の夜、ここを去るよ。","","0x18C73"
"!p0700!e00もう少しここでのんびりしたかったが……、/こればかりは仕方がない。","","0x18CCA"
"!p0000!e00そんな急な……。","","0x18D16"
"!p0701!e00そんな顔するなよ。/このパーティが終わるまでは、/ここにいられるように手配したから。","","0x18D31"
"!pffff!e00私もいく/大変だね/いかないで","","0x18D8F"
"!p0000!e00ねぇ……私も、/私もいくわ。/一緒に連れていって！","","0x18DB7"
"!p0702!e00オイオイ……、/頼むから、ボクを困らせないでくれ。/遊びで行くワケじゃないんだ。","","0x18DF2"
"!p0000!e00でも……。","","0x18E4B"
"!p0700!e00危険な仕事だ。/今回、日本に来れたのも、/仕事の一環だったからなんだ……。","","0x18E60"
"!p0700!e00ボクはこの一年で、多少の力と/引き替えに責任を負ったんだ……。/それを果たさないとな……。","","0x18EB3"
"!p0000!e00きっと私、役に立てるよ。/迷惑はかけないから……。","","0x18F16"
"!p0700!e00キミが有能なコトはよく知ってる。/だからこそ……キミに危険な目に/あって欲しくないんだ。","","0x18F52"
"!p0700!e00わかってくれ、/!0。","","0x18FB3"
"!p0000!e00ロイ……。","","0x18FD1"
"!p0000!e00そう……そんな時間からなんて、/大変ね。","","0x18FE7"
"!p0700!e00ま……そういうことさ。/ボクもこの一年間、遊んでいた/ワケじゃないってことさ。","","0x19019"
